playerID,yearID,stint,teamID,lgID,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SF,OBP,SLG,OPS,BAbip,lgOBP,lgSLG,OPS+
iannech01,2017,1,ARI,NL,89,272,38,69,19,0,17,43,0,0,37,87,0,6,1,0.354,0.511,0.865,0.308,0.324,0.426,129
iannech01,2009,1,COL,NL,93,289,41,66,15,2,16,52,0,1,43,75,3,11,6,0.344,0.46,0.804,0.245,0.333,0.418,113
ibanera01,2009,1,PHI,NL,134,500,93,136,32,3,34,93,4,0,56,119,8,4,5,0.347,0.552,0.899,0.29,0.333,0.418,136
ibanera01,2005,1,SEA,AL,162,614,92,172,32,2,20,89,9,4,71,99,6,2,3,0.355,0.436,0.792,0.305,0.33,0.419,112
ibanera01,2013,1,SEA,AL,124,454,54,110,20,2,29,65,0,0,42,128,1,0,0,0.306,0.487,0.793,0.273,0.318,0.396,119
ibanera01,2007,1,SEA,AL,149,573,80,167,35,5,21,105,0,0,53,97,4,3,7,0.351,0.48,0.831,0.316,0.336,0.423,118
ibanera01,2014,1,LAA,AL,57,166,16,26,5,2,3,21,3,2,23,43,0,0,1,0.258,0.265,0.523,0.19,0.314,0.386,51
ibanera01,2011,1,PHI,NL,144,535,65,131,31,1,20,84,2,0,33,106,3,2,5,0.289,0.419,0.707,0.268,0.321,0.399,95
ibanera01,2008,1,SEA,AL,162,635,85,186,43,3,23,110,2,4,64,110,11,3,5,0.358,0.479,0.837,0.321,0.333,0.416,123
ibanera01,2003,1,KCA,AL,157,608,95,179,33,5,18,90,8,4,49,81,5,3,10,0.345,0.454,0.799,0.31,0.333,0.422,111
ibanera01,2001,1,KCA,AL,104,279,44,78,11,5,13,54,0,2,32,51,2,0,1,0.353,0.495,0.847,0.301,0.332,0.427,122
ibanera01,2004,1,SEA,AL,123,481,67,146,31,1,16,62,1,2,36,72,5,3,4,0.353,0.472,0.825,0.327,0.335,0.428,116
ibanera01,2000,1,SEA,AL,92,140,21,32,8,0,2,15,2,0,14,25,1,1,1,0.301,0.329,0.63,0.263,0.345,0.437,63
ibanera01,2002,1,KCA,AL,137,497,70,146,37,6,24,103,5,3,40,76,5,2,4,0.346,0.537,0.883,0.304,0.331,0.417,133
ibanera01,2006,1,SEA,AL,159,626,103,181,33,5,33,123,2,4,65,115,15,1,7,0.353,0.516,0.869,0.305,0.337,0.432,124
ibanera01,2012,1,NYA,AL,130,384,50,92,19,3,19,62,3,0,35,67,5,4,2,0.308,0.453,0.761,0.243,0.319,0.405,108
ibanera01,1999,1,SEA,AL,87,209,23,54,7,0,9,27,5,1,17,32,1,0,1,0.313,0.421,0.734,0.266,0.345,0.434,88
ibanera01,2010,1,PHI,NL,155,561,75,154,37,5,16,83,4,3,68,108,11,0,7,0.349,0.444,0.793,0.311,0.325,0.403,118
iglesjo01,2013,2,DET,AL,46,135,12,35,6,0,2,10,2,1,4,30,0,5,0,0.306,0.348,0.654,0.32,0.318,0.396,84
iglesjo01,2013,1,BOS,AL,63,215,27,71,10,2,1,19,3,1,11,30,0,6,2,0.376,0.409,0.785,0.376,0.318,0.396,122
iglesjo01,2017,1,DET,AL,130,463,56,118,33,1,6,54,7,4,21,65,0,1,1,0.288,0.369,0.657,0.285,0.324,0.426,76
iglesjo01,2015,1,DET,AL,120,416,44,125,17,3,2,23,11,8,25,44,2,6,3,0.347,0.37,0.717,0.33,0.317,0.405,101
iglesjo01,2018,1,DET,AL,125,432,43,116,31,3,5,48,15,6,19,47,0,8,2,0.31,0.389,0.699,0.291,0.318,0.409,93
iglesjo01,2016,1,DET,AL,137,467,57,119,26,0,4,32,7,4,28,50,1,8,3,0.306,0.336,0.643,0.276,0.322,0.417,76
iguchta01,2008,1,SDN,NL,81,303,29,70,14,1,2,24,8,1,26,75,0,0,0,0.292,0.304,0.595,0.301,0.333,0.416,61
iguchta01,2006,1,CHA,AL,138,555,97,156,24,0,18,67,11,5,59,110,0,3,2,0.352,0.422,0.774,0.322,0.337,0.432,102
iguchta01,2007,1,CHA,AL,90,327,45,82,17,4,6,31,8,1,44,65,1,2,3,0.34,0.382,0.723,0.293,0.336,0.423,91
iguchta01,2007,2,PHI,NL,45,138,22,42,10,0,3,12,6,1,13,23,0,1,3,0.361,0.442,0.803,0.339,0.336,0.423,112
iguchta01,2005,1,CHA,AL,135,511,74,142,25,6,15,71,15,5,47,114,0,6,6,0.342,0.438,0.78,0.327,0.33,0.419,108
inciaen01,2018,1,ATL,NL,156,597,83,158,27,6,10,61,28,14,49,86,1,6,4,0.325,0.38,0.705,0.293,0.318,0.409,95
inciaen01,2017,1,ATL,NL,157,662,93,201,27,5,11,57,22,9,49,94,3,0,4,0.35,0.409,0.759,0.339,0.324,0.426,104
inciaen01,2014,1,ARI,NL,118,418,54,116,18,2,4,27,19,3,25,53,0,0,0,0.318,0.359,0.677,0.31,0.314,0.386,94
inciaen01,2015,1,ARI,NL,132,524,73,159,27,5,6,45,21,10,26,58,0,4,5,0.338,0.408,0.747,0.329,0.317,0.405,107
inciaen01,2016,1,ATL,NL,131,522,85,152,24,7,3,29,16,7,45,68,5,4,2,0.351,0.381,0.732,0.329,0.322,0.417,100
infanom01,2006,1,DET,AL,78,224,35,62,11,4,4,25,3,2,14,45,0,3,2,0.325,0.415,0.74,0.328,0.337,0.432,93
infanom01,2013,1,DET,AL,118,453,54,144,24,3,10,51,5,2,20,44,1,0,3,0.345,0.45,0.795,0.333,0.318,0.396,122
infanom01,2005,1,DET,AL,121,406,36,90,28,2,9,43,8,0,16,73,0,2,2,0.254,0.367,0.621,0.248,0.33,0.419,65
infanom01,2010,1,ATL,NL,134,471,65,151,15,3,8,47,7,6,29,62,1,0,2,0.359,0.416,0.775,0.355,0.325,0.403,114
infanom01,2016,1,KCA,AL,39,134,16,32,9,1,0,11,0,0,9,23,0,0,4,0.279,0.321,0.6,0.278,0.322,0.417,64
infanom01,2003,1,DET,AL,69,221,24,49,6,1,0,8,6,3,18,37,0,0,2,0.278,0.258,0.536,0.263,0.333,0.422,45
infanom01,2007,1,DET,AL,66,166,24,45,6,1,2,17,4,1,9,29,0,0,1,0.307,0.355,0.662,0.316,0.336,0.423,75
infanom01,2015,1,KCA,AL,124,440,39,97,23,7,2,44,2,2,9,69,0,0,4,0.234,0.318,0.552,0.255,0.317,0.405,52
infanom01,2008,1,ATL,NL,96,317,45,93,24,3,3,40,0,1,22,44,2,2,5,0.338,0.416,0.755,0.327,0.333,0.416,102
infanom01,2004,1,DET,AL,142,503,69,133,27,9,16,55,13,7,40,112,3,1,5,0.317,0.449,0.766,0.308,0.335,0.428,100
infanom01,2014,1,KCA,AL,135,528,50,133,21,3,6,66,9,3,33,68,3,2,7,0.295,0.337,0.632,0.275,0.314,0.386,81
infanom01,2012,2,DET,AL,64,226,27,58,7,5,4,20,7,2,9,23,0,0,2,0.283,0.385,0.668,0.269,0.319,0.405,84
infanom01,2012,1,MIA,NL,85,328,42,94,23,2,8,33,10,1,12,42,0,1,2,0.312,0.442,0.754,0.307,0.319,0.405,107
infanom01,2009,1,ATL,NL,70,203,24,62,9,1,2,27,2,0,19,28,0,1,4,0.361,0.389,0.75,0.339,0.333,0.418,101
infanom01,2011,1,FLO,NL,148,579,55,160,24,8,7,49,4,2,34,67,1,2,8,0.315,0.382,0.696,0.298,0.321,0.399,94
ingebr01,2002,1,DET,AL,95,321,27,65,15,3,7,24,1,3,24,101,0,4,1,0.266,0.333,0.599,0.271,0.331,0.417,60
ingebr01,2009,1,DET,AL,161,562,71,129,16,1,27,84,2,5,54,170,1,17,3,0.314,0.406,0.72,0.277,0.333,0.418,91
ingebr01,2006,1,DET,AL,159,542,83,137,29,2,27,83,7,4,43,128,2,7,5,0.313,0.463,0.776,0.281,0.337,0.432,100
ingebr01,2001,1,DET,AL,79,189,13,34,11,0,0,15,1,4,9,41,0,0,2,0.215,0.238,0.453,0.227,0.332,0.427,20
ingebr01,2010,1,DET,AL,144,514,47,127,28,5,13,70,4,3,54,134,4,5,7,0.321,0.397,0.718,0.305,0.325,0.403,97
ingebr01,2008,1,DET,AL,113,347,41,71,16,4,11,51,4,3,43,94,2,8,4,0.303,0.369,0.672,0.244,0.333,0.416,80
ingebr01,2004,1,DET,AL,131,408,43,117,15,7,13,64,5,4,32,72,0,4,6,0.34,0.453,0.793,0.316,0.335,0.428,107
ingebr01,2003,1,DET,AL,104,330,32,67,15,3,8,30,4,4,24,79,0,5,3,0.265,0.339,0.605,0.24,0.333,0.422,60
ingebr01,2012,2,OAK,AL,74,283,31,64,13,0,11,52,0,1,24,85,1,1,3,0.286,0.389,0.675,0.279,0.319,0.405,86
ingebr01,2011,1,DET,AL,102,269,29,53,10,2,3,23,1,1,24,74,0,2,3,0.265,0.283,0.548,0.256,0.321,0.399,53
ingebr01,2005,1,DET,AL,160,616,75,161,31,9,16,72,7,6,63,140,1,3,6,0.33,0.419,0.749,0.311,0.33,0.419,100
ingebr01,2007,1,DET,AL,151,508,64,120,25,2,14,71,9,2,47,150,5,11,4,0.312,0.376,0.688,0.305,0.336,0.423,82
ingebr01,2013,1,PIT,NL,50,105,5,19,3,0,1,7,0,0,2,32,0,1,0,0.204,0.238,0.442,0.25,0.318,0.396,24
inglejo01,2008,1,TOR,AL,109,344,45,102,15,7,3,39,9,2,28,43,0,4,1,0.355,0.407,0.762,0.331,0.333,0.416,104
inglejo01,2006,1,CLE,AL,64,201,26,57,8,3,2,21,5,1,14,39,0,1,1,0.332,0.383,0.715,0.342,0.337,0.432,87
inglejo01,2010,1,MIL,NL,102,142,15,36,8,5,1,8,1,0,15,34,0,2,1,0.331,0.401,0.733,0.324,0.325,0.403,101
ishiktr01,2010,1,SFN,NL,116,158,18,42,11,0,3,22,0,0,13,29,2,0,1,0.32,0.392,0.712,0.307,0.325,0.403,96
ishiktr01,2009,1,SFN,NL,120,326,49,85,10,2,9,39,2,2,30,89,3,4,2,0.329,0.387,0.715,0.33,0.333,0.418,91
ishiktr01,2012,1,MIL,NL,94,152,19,39,12,1,4,30,0,0,13,42,3,4,1,0.329,0.428,0.757,0.327,0.319,0.405,109
iwamuak01,2008,1,TBA,AL,152,627,91,172,30,9,6,48,8,6,70,131,3,4,3,0.349,0.38,0.729,0.337,0.333,0.416,96
iwamuak01,2009,1,TBA,AL,69,231,28,67,16,2,1,22,9,1,24,44,0,1,3,0.355,0.39,0.745,0.349,0.333,0.418,100
iwamuak01,2010,1,PIT,NL,54,165,18,30,6,1,2,9,3,1,26,31,0,0,1,0.292,0.267,0.558,0.211,0.325,0.403,56
iwamuak01,2007,1,TBA,AL,123,491,82,140,21,10,7,34,12,8,58,114,0,1,5,0.359,0.411,0.77,0.355,0.336,0.423,104
izturce01,2005,1,LAN,NL,106,444,48,114,19,2,2,31,8,8,25,51,1,4,1,0.302,0.322,0.624,0.286,0.33,0.419,68
izturce01,2007,2,PIT,NL,45,123,16,34,3,2,0,8,0,3,6,3,0,0,0,0.31,0.333,0.643,0.283,0.336,0.423,71
izturce01,2007,1,CHN,NL,65,191,15,47,11,0,0,8,3,0,13,16,2,1,0,0.298,0.304,0.601,0.269,0.336,0.423,61
izturce01,2006,1,LAN,NL,32,119,10,30,7,1,1,12,1,3,7,6,3,2,1,0.302,0.353,0.655,0.257,0.337,0.432,71
izturce01,2008,1,SLN,NL,135,414,50,109,10,3,1,24,24,6,29,26,1,6,2,0.319,0.309,0.628,0.278,0.333,0.416,70
izturce01,2012,1,MIL,NL,57,162,9,38,6,2,2,11,1,1,3,13,0,0,0,0.248,0.333,0.582,0.245,0.319,0.405,60
izturce01,2004,1,LAN,NL,159,670,90,193,32,9,4,62,25,9,43,70,2,0,3,0.33,0.381,0.71,0.316,0.335,0.428,88
izturce01,2003,1,LAN,NL,158,558,47,140,21,6,1,40,10,5,25,70,8,0,3,0.282,0.315,0.597,0.284,0.333,0.422,59
izturce01,2001,1,TOR,AL,46,134,19,36,6,2,2,9,8,1,2,15,0,0,0,0.279,0.388,0.667,0.291,0.332,0.427,75
izturce01,2010,1,BAL,AL,150,473,42,109,13,1,1,28,11,5,25,53,1,6,2,0.277,0.268,0.545,0.257,0.325,0.403,52
izturce01,2013,1,CIN,NL,63,129,6,27,8,0,0,11,0,0,9,13,2,0,1,0.259,0.271,0.53,0.231,0.318,0.396,50
izturce01,2009,1,BAL,AL,114,387,34,99,14,4,2,30,12,4,18,38,0,3,0,0.294,0.328,0.622,0.28,0.333,0.418,67
izturce01,2002,1,LAN,NL,135,439,43,102,24,2,1,31,7,7,14,39,1,0,5,0.253,0.303,0.556,0.25,0.331,0.417,49
izturma01,2005,1,LAA,AL,77,191,18,47,8,4,1,15,9,3,17,21,2,0,1,0.306,0.346,0.652,0.271,0.33,0.419,75
izturma01,2007,1,LAA,AL,102,336,47,97,17,2,6,51,7,1,33,39,2,0,4,0.349,0.405,0.753,0.308,0.336,0.423,100
izturma01,2008,1,LAA,AL,79,290,44,78,14,2,3,37,11,2,26,27,0,1,2,0.329,0.362,0.691,0.286,0.333,0.416,86
izturma01,2006,1,LAA,AL,104,352,64,103,21,3,5,44,14,6,38,35,1,3,1,0.365,0.412,0.777,0.313,0.337,0.432,104
izturma01,2009,1,LAA,AL,114,387,74,116,22,3,8,65,13,5,35,41,2,5,7,0.359,0.434,0.794,0.313,0.333,0.418,112
izturma01,2012,1,LAA,AL,100,289,35,74,11,0,2,20,17,2,25,38,0,2,0,0.32,0.315,0.634,0.289,0.319,0.405,78
izturma01,2010,1,LAA,AL,61,212,27,53,13,1,3,27,7,3,21,27,0,2,2,0.321,0.363,0.684,0.272,0.325,0.403,89
izturma01,2004,1,MON,NL,32,107,10,22,5,2,1,4,4,0,10,20,1,2,0,0.286,0.318,0.603,0.244,0.335,0.428,60
izturma01,2013,1,TOR,AL,107,365,33,86,12,0,5,32,1,5,27,38,0,1,3,0.288,0.31,0.597,0.249,0.318,0.396,69
izturma01,2011,1,LAA,AL,122,449,51,124,35,0,5,38,9,6,33,65,3,8,4,0.334,0.388,0.722,0.311,0.321,0.399,101
jacksau01,2018,1,SFN,NL,59,149,12,36,8,0,0,13,2,1,14,59,2,1,1,0.309,0.295,0.604,0.396,0.318,0.409,69
jacksau01,2011,1,DET,AL,153,591,90,147,22,11,10,45,22,5,56,181,3,4,3,0.317,0.374,0.69,0.34,0.321,0.399,92
jacksau01,2014,1,DET,AL,100,374,52,102,25,5,4,33,9,4,35,85,0,2,8,0.332,0.398,0.73,0.334,0.314,0.386,109
jacksau01,2013,1,DET,AL,129,552,99,150,30,7,12,49,8,4,52,129,0,4,3,0.337,0.417,0.754,0.333,0.318,0.396,111
jacksau01,2014,2,SEA,AL,54,223,19,51,5,1,0,14,11,2,12,59,0,0,1,0.267,0.26,0.527,0.309,0.314,0.386,52
jacksau01,2012,1,DET,AL,137,543,103,163,29,10,16,66,12,9,67,134,0,2,3,0.377,0.479,0.856,0.371,0.319,0.405,136
jacksau01,2018,2,NYN,NL,57,198,17,49,9,1,3,19,1,2,12,74,0,0,0,0.29,0.348,0.639,0.38,0.318,0.409,76
jacksau01,2017,1,CLE,AL,85,280,46,89,19,3,7,35,3,1,33,64,0,1,4,0.387,0.482,0.869,0.385,0.324,0.426,133
jacksau01,2010,1,DET,AL,151,618,103,181,34,10,4,41,27,6,47,170,4,4,3,0.345,0.4,0.745,0.396,0.325,0.403,105
jacksau01,2016,1,CHA,AL,54,181,24,46,12,2,0,18,2,1,17,39,0,1,2,0.318,0.343,0.661,0.319,0.322,0.417,81
jacksau01,2015,1,SEA,AL,107,419,46,114,18,3,8,38,15,9,24,107,0,1,1,0.312,0.387,0.699,0.348,0.317,0.405,94
jacksbr01,2012,1,CHN,NL,44,120,14,21,6,1,4,9,0,3,22,59,0,0,0,0.303,0.342,0.644,0.298,0.319,0.405,79
jacksco01,2011,1,OAK,AL,102,333,30,83,17,1,4,38,3,1,30,50,0,3,2,0.315,0.342,0.658,0.281,0.321,0.399,84
